,sound_name,sound_type,audio_file_path
100,atrial_septal_defect,T,app/static/audio/heart/atrial_septal_defect/T/combined_audio.wav
101,atrial_septal_defect,A,app/static/audio/heart/atrial_septal_defect/A/combined_audio.wav
102,atrial_septal_defect,M,app/static/audio/heart/atrial_septal_defect/M/combined_audio.wav
103,atrial_septal_defect,E,app/static/audio/heart/atrial_septal_defect/E/combined_audio.wav
104,atrial_septal_defect,P,app/static/audio/heart/atrial_septal_defect/P/combined_audio.wav
105,congenital_aortic_stenosis,T,app/static/audio/heart/congenital_aortic_stenosis/T/combined_audio.wav
106,congenital_aortic_stenosis,A,app/static/audio/heart/congenital_aortic_stenosis/A/combined_audio.wav
107,congenital_aortic_stenosis,M,app/static/audio/heart/congenital_aortic_stenosis/M/combined_audio.wav
108,congenital_aortic_stenosis,E,app/static/audio/heart/congenital_aortic_stenosis/E/combined_audio.wav
109,congenital_aortic_stenosis,P,app/static/audio/heart/congenital_aortic_stenosis/P/combined_audio.wav
110,ventricular_aneurysm,T,app/static/audio/heart/ventricular_aneurysm/T/combined_audio.wav
111,ventricular_aneurysm,A,app/static/audio/heart/ventricular_aneurysm/A/combined_audio.wav
112,ventricular_aneurysm,M,app/static/audio/heart/ventricular_aneurysm/M/combined_audio.wav
113,ventricular_aneurysm,E,app/static/audio/heart/ventricular_aneurysm/E/combined_audio.wav
114,ventricular_aneurysm,P,app/static/audio/heart/ventricular_aneurysm/P/combined_audio.wav
115,austin_flint_murmur,T,app/static/audio/heart/austin_flint_murmur/T/combined_audio.wav
116,austin_flint_murmur,A,app/static/audio/heart/austin_flint_murmur/A/combined_audio.wav
117,austin_flint_murmur,M,app/static/audio/heart/austin_flint_murmur/M/combined_audio.wav
118,austin_flint_murmur,E,app/static/audio/heart/austin_flint_murmur/E/combined_audio.wav
119,austin_flint_murmur,P,app/static/audio/heart/austin_flint_murmur/P/combined_audio.wav
120,functional_murmur,T,app/static/audio/heart/functional_murmur/T/combined_audio.wav
121,functional_murmur,A,app/static/audio/heart/functional_murmur/A/combined_audio.wav
122,functional_murmur,M,app/static/audio/heart/functional_murmur/M/combined_audio.wav
123,functional_murmur,E,app/static/audio/heart/functional_murmur/E/combined_audio.wav
124,functional_murmur,P,app/static/audio/heart/functional_murmur/P/combined_audio.wav
125,aortic_valve_stenosis,T,app/static/audio/heart/aortic_valve_stenosis/T/combined_audio.wav
126,aortic_valve_stenosis,A,app/static/audio/heart/aortic_valve_stenosis/A/combined_audio.wav
127,aortic_valve_stenosis,M,app/static/audio/heart/aortic_valve_stenosis/M/combined_audio.wav
128,aortic_valve_stenosis,E,app/static/audio/heart/aortic_valve_stenosis/E/combined_audio.wav
129,aortic_valve_stenosis,P,app/static/audio/heart/aortic_valve_stenosis/P/combined_audio.wav
130,aortic_valve_regurgitation,T,app/static/audio/heart/aortic_valve_regurgitation/T/combined_audio.wav
131,aortic_valve_regurgitation,A,app/static/audio/heart/aortic_valve_regurgitation/A/combined_audio.wav
132,aortic_valve_regurgitation,M,app/static/audio/heart/aortic_valve_regurgitation/M/combined_audio.wav
133,aortic_valve_regurgitation,E,app/static/audio/heart/aortic_valve_regurgitation/E/combined_audio.wav
134,aortic_valve_regurgitation,P,app/static/audio/heart/aortic_valve_regurgitation/P/combined_audio.wav
135,continuous_murmur,T,app/static/audio/heart/continuous_murmur/T/combined_audio.wav
136,continuous_murmur,A,app/static/audio/heart/continuous_murmur/A/combined_audio.wav
137,continuous_murmur,M,app/static/audio/heart/continuous_murmur/M/combined_audio.wav
138,continuous_murmur,E,app/static/audio/heart/continuous_murmur/E/combined_audio.wav
139,continuous_murmur,P,app/static/audio/heart/continuous_murmur/P/combined_audio.wav
140,acute_myocardial_infarction,T,app/static/audio/heart/acute_myocardial_infarction/T/combined_audio.wav
141,acute_myocardial_infarction,A,app/static/audio/heart/acute_myocardial_infarction/A/combined_audio.wav
142,acute_myocardial_infarction,M,app/static/audio/heart/acute_myocardial_infarction/M/combined_audio.wav
143,acute_myocardial_infarction,E,app/static/audio/heart/acute_myocardial_infarction/E/combined_audio.wav
144,acute_myocardial_infarction,P,app/static/audio/heart/acute_myocardial_infarction/P/combined_audio.wav
145,mitral_valve_prolapse,T,app/static/audio/heart/mitral_valve_prolapse/T/combined_audio.wav
146,mitral_valve_prolapse,A,app/static/audio/heart/mitral_valve_prolapse/A/combined_audio.wav
147,mitral_valve_prolapse,M,app/static/audio/heart/mitral_valve_prolapse/M/combined_audio.wav
148,mitral_valve_prolapse,E,app/static/audio/heart/mitral_valve_prolapse/E/combined_audio.wav
149,mitral_valve_prolapse,P,app/static/audio/heart/mitral_valve_prolapse/P/combined_audio.wav
150,mid-systolic_murmur,T,app/static/audio/heart/mid-systolic_murmur/T/combined_audio.wav
151,mid-systolic_murmur,A,app/static/audio/heart/mid-systolic_murmur/A/combined_audio.wav
152,mid-systolic_murmur,M,app/static/audio/heart/mid-systolic_murmur/M/combined_audio.wav
153,mid-systolic_murmur,E,app/static/audio/heart/mid-systolic_murmur/E/combined_audio.wav
154,mid-systolic_murmur,P,app/static/audio/heart/mid-systolic_murmur/P/combined_audio.wav
155,coarctation_of_the_aorta,T,app/static/audio/heart/coarctation_of_the_aorta/T/combined_audio.wav
156,coarctation_of_the_aorta,A,app/static/audio/heart/coarctation_of_the_aorta/A/combined_audio.wav
157,coarctation_of_the_aorta,M,app/static/audio/heart/coarctation_of_the_aorta/M/combined_audio.wav
158,coarctation_of_the_aorta,E,app/static/audio/heart/coarctation_of_the_aorta/E/combined_audio.wav
159,coarctation_of_the_aorta,P,app/static/audio/heart/coarctation_of_the_aorta/P/combined_audio.wav
160,diastolic_murmur,T,app/static/audio/heart/diastolic_murmur/T/combined_audio.wav
161,diastolic_murmur,A,app/static/audio/heart/diastolic_murmur/A/combined_audio.wav
162,diastolic_murmur,M,app/static/audio/heart/diastolic_murmur/M/combined_audio.wav
163,diastolic_murmur,E,app/static/audio/heart/diastolic_murmur/E/combined_audio.wav
164,diastolic_murmur,P,app/static/audio/heart/diastolic_murmur/P/combined_audio.wav
165,aortic_stenosis_and_regurgitation,T,app/static/audio/heart/aortic_stenosis_and_regurgitation/T/combined_audio.wav
166,aortic_stenosis_and_regurgitation,A,app/static/audio/heart/aortic_stenosis_and_regurgitation/A/combined_audio.wav
167,aortic_stenosis_and_regurgitation,M,app/static/audio/heart/aortic_stenosis_and_regurgitation/M/combined_audio.wav
168,aortic_stenosis_and_regurgitation,E,app/static/audio/heart/aortic_stenosis_and_regurgitation/E/combined_audio.wav
169,aortic_stenosis_and_regurgitation,P,app/static/audio/heart/aortic_stenosis_and_regurgitation/P/combined_audio.wav
170,pulmonary_valve_stenosis,T,app/static/audio/heart/pulmonary_valve_stenosis/T/combined_audio.wav
171,pulmonary_valve_stenosis,A,app/static/audio/heart/pulmonary_valve_stenosis/A/combined_audio.wav
172,pulmonary_valve_stenosis,M,app/static/audio/heart/pulmonary_valve_stenosis/M/combined_audio.wav
173,pulmonary_valve_stenosis,E,app/static/audio/heart/pulmonary_valve_stenosis/E/combined_audio.wav
174,pulmonary_valve_stenosis,P,app/static/audio/heart/pulmonary_valve_stenosis/P/combined_audio.wav
175,split_second_heart_sound,T,app/static/audio/heart/split_second_heart_sound/T/combined_audio.wav
176,split_second_heart_sound,A,app/static/audio/heart/split_second_heart_sound/A/combined_audio.wav
177,split_second_heart_sound,M,app/static/audio/heart/split_second_heart_sound/M/combined_audio.wav
178,split_second_heart_sound,E,app/static/audio/heart/split_second_heart_sound/E/combined_audio.wav
179,split_second_heart_sound,P,app/static/audio/heart/split_second_heart_sound/P/combined_audio.wav
180,ebsteins_anomaly,T,app/static/audio/heart/ebsteins_anomaly/T/combined_audio.wav
181,ebsteins_anomaly,A,app/static/audio/heart/ebsteins_anomaly/A/combined_audio.wav
182,ebsteins_anomaly,M,app/static/audio/heart/ebsteins_anomaly/M/combined_audio.wav
183,ebsteins_anomaly,E,app/static/audio/heart/ebsteins_anomaly/E/combined_audio.wav
184,ebsteins_anomaly,P,app/static/audio/heart/ebsteins_anomaly/P/combined_audio.wav
185,split_first_heart_sound,T,app/static/audio/heart/split_first_heart_sound/T/combined_audio.wav
186,split_first_heart_sound,A,app/static/audio/heart/split_first_heart_sound/A/combined_audio.wav
187,split_first_heart_sound,M,app/static/audio/heart/split_first_heart_sound/M/combined_audio.wav
188,split_first_heart_sound,E,app/static/audio/heart/split_first_heart_sound/E/combined_audio.wav
189,split_first_heart_sound,P,app/static/audio/heart/split_first_heart_sound/P/combined_audio.wav
190,dilated_cardiomyopathy,T,app/static/audio/heart/dilated_cardiomyopathy/T/combined_audio.wav
191,dilated_cardiomyopathy,A,app/static/audio/heart/dilated_cardiomyopathy/A/combined_audio.wav
192,dilated_cardiomyopathy,M,app/static/audio/heart/dilated_cardiomyopathy/M/combined_audio.wav
193,dilated_cardiomyopathy,E,app/static/audio/heart/dilated_cardiomyopathy/E/combined_audio.wav
194,dilated_cardiomyopathy,P,app/static/audio/heart/dilated_cardiomyopathy/P/combined_audio.wav
195,mitral_valve_regurgitation,T,app/static/audio/heart/mitral_valve_regurgitation/T/combined_audio.wav
196,mitral_valve_regurgitation,A,app/static/audio/heart/mitral_valve_regurgitation/A/combined_audio.wav
197,mitral_valve_regurgitation,M,app/static/audio/heart/mitral_valve_regurgitation/M/combined_audio.wav
198,mitral_valve_regurgitation,E,app/static/audio/heart/mitral_valve_regurgitation/E/combined_audio.wav
199,mitral_valve_regurgitation,P,app/static/audio/heart/mitral_valve_regurgitation/P/combined_audio.wav
200,third_heart_sound_gallop,T,app/static/audio/heart/third_heart_sound_gallop/T/combined_audio.wav
201,third_heart_sound_gallop,A,app/static/audio/heart/third_heart_sound_gallop/A/combined_audio.wav
202,third_heart_sound_gallop,M,app/static/audio/heart/third_heart_sound_gallop/M/combined_audio.wav
203,third_heart_sound_gallop,E,app/static/audio/heart/third_heart_sound_gallop/E/combined_audio.wav
204,third_heart_sound_gallop,P,app/static/audio/heart/third_heart_sound_gallop/P/combined_audio.wav
